line,label
"set title ""FortiGate System Analysis Report""",unclear
domain-name corp.kitchensink.example.com,unclear
/interface bridge vlan,unclear
<config>,unclear
set vlan-cos-rev 255,unclear
set 1 disk-file-count=2 disk-file-name=flash/log disk-lines-per-file=1000 disk-stop-on-full=no name=disk target=disk,unclear
spanning-tree portfast edge trunk,unclear
/interface pppoe-client,unclear
vlan 461,unclear
set chassis high-availability services-redundancy-group 2 prefix-list IKE-GW-RA-VPN routing-instance PROD,unclear
<p>The transfer has been blocked because it is larger than the configured size limit.</p>,unclear
set tcp-csum-err drop,unclear
interface TenGigabitEthernet1/0/1,unclear
set dnsproxy-worker-count 1,unclear
"set allocate-udp-ports-from=2000 allowed-addresses4="""" allowed-addresses6="""" \",unclear
config wireless-controller access-control-list,unclear
"name ""stack-uplink-A""",unclear
"set pattern ""/*.flv*""",unclear
set misc-component page-break,unclear
set vlanid 1,unclear
policy-map core-ingress-classifier,unclear
set virtual-chassis member 1 role routing-engine,unclear
"set srcintf ""server-vlan""",unclear
set priority-members 3 4,unclear
vxlan vlan 210 vni 10210,unclear
set groups MNHA-SYNC security ipsec proposal IPSEC_PROP-1 encryption-algorithm aes-256-gcm,unclear
class-map match-any system-cpp-police-l2lvx-control,unclear
set metric-type 2,unclear
set update-server-location automatic,unclear
set queue 3,unclear
set ip6-address 2001:db8:0:ffff::1/128,unclear
config system device-upgrade,unclear
"edit ""FQDN-GoDaddy-GoDaddy.Email""",unclear
vlan 900,unclear
"name ""stack-uplink-B""",unclear
ip route 146.112.82.8 255.255.255.255 dhcp,unclear
set snmp trap-group monitoring targets 10.0.0.250,unclear
"set description ""A network connection is down.""",unclear
10 permit 192.168.35.0 0.0.0.255,unclear
ip proxy-arp,unclear
set ip next-hop 192.168.11.5,unclear
interface TenGigabitEthernet1/0/3,unclear
nfs { },unclear
<no_interface/>,unclear
"<p>To have the rating of this web page re-evaluated <a href=\""%%FTGD_RE_EVAL%%\"">please click here</a>.</p>",unclear
vlan 3001,unclear
set tcp-hlen-err drop,unclear
<FromEmail>test@test.nl</FromEmail>,unclear
config system vxlan,unclear
speed auto,unclear
set interfaces et-0/0/12 mtu 9216,unclear
"set resource ""https://raw.githubusercontent.com/romainmarcoux/malicious-ip/main/full-ad.txt""",unclear
network 192.168.0.0/26,unclear
ip route 146.112.112.8 255.255.255.255 dhcp,unclear
set priority-members 3,unclear
interface GigabitEthernet0/0/0/1.35,unclear
set ip next-hop 10.20.1.8,unclear
set monitor-period 300,unclear
"set queue-policy ""voice-egress""",unclear
ip address 10.0.0.123/24,unclear
class-map match-any system-cpp-default,unclear
ip route 10.100.0.0/16 192.0.2.253 200,unclear
set routing-instances TENANT_B route-distinguisher 172.16.0.1:20000,unclear
<span>Launch FortiClient</span>,unclear
"set server ""www.fortinet.com""",unclear
set category 65,unclear
"set interfaces ge-0/0/11 description ""UNUSED""",unclear
spanning-tree,unclear
"set email-to ""netadmin@example.test""",unclear
logging userinfo,logging_enabled:true
set wifi read-write,unclear
address 2001:0db8:abcd:a983::1/64,unclear
address 2001:0db8:abcd:4d6b::1/64,unclear
sfp-sfpplus2 orig-mac-address=02:00:00:00:5A:6F rx-flow-control=off \,unclear
"set pattern ""/*.ram""",unclear
switchport access vlan 301,unclear
"set host-domain-name-suffix ""clipfish.de"" ""universal-music.de""",unclear
set protocols bgp group underlay bfd-liveness-detection multiplier 3,unclear
config system ipv6-neighbor-cache,unclear
interface Ethernet49/3,unclear
router-id 10.250.12.2,unclear
set interfaces lo0 unit 10 description PROD_LOOPBACKS,unclear
"<f-icon class=\""ftnt-forticlient\""></f-icon>",unclear
vlan 356,unclear
community FAKEPUBLIC {,unclear
<start_addr>192.168.11.220</start_addr>,unclear
set latency-distribution-max=100us measure-out-of-order=no \,unclear
set weight-rogue-ap 10,unclear
/interface ethernet switch l3hw-settings,unclear
"set pattern ""/sec*.aac""",unclear
logging level local4 6,logging_enabled:true
interface HundredGigE0/0/1/0,unclear
set vlans V2022 vlan-id 2022,unclear
"set pattern ""start=*""",unclear
seq 40 deny ip 192.168.0.0/17 192.168.100.0/17,unclear
"set name ""server-to-inet""",unclear
"""PROD - PVE5"" orig-mac-address=02:00:00:00:5A:6B rx-flow-control=off \",unclear
vlan 398,unclear
"set pattern ""/*.rm""",unclear
"set interfaces ge-0/0/26 description ""UNUSED""",unclear
ip ospf priority 1,unclear
interface HundredGigE0/0/1/3,unclear
set ip next-hop 10.20.1.9,unclear
"config redistribute6 ""bgp""",unclear
set auth any,unclear
vn-segment 100010,unclear
set policy-options policy-statement ISIS-EXPORT term EXPORT_v6 from protocol evpn,unclear
ip route 172.16.0.0 255.255.0.0 10.0.0.254,unclear
set prefix 172.25.0.0 255.255.254.0,unclear
ip route 146.112.97.8 255.255.255.255 dhcp,unclear
dns domain example.net,unclear
interface AppGigabitEthernet1/0/1,unclear
"set interfaces xe-0/0/2 description ""ixia 1.6""",unclear
"config system replacemsg auth ""auth-cert-passwd-page""",unclear
set security policies from-zone EXT to-zone EXT policy IKE-ESP then log session-init,unclear
preboot-etherboot-server=any protected-routerboot=disabled \,unclear
loop-protect-send-interval=5s mac-address=02:00:00:00:5A:67 mtu=1500 name=\,unclear
"set pattern ""WebEx""",unclear
set security smtps,unclear
"config system replacemsg utm ""virus-text""",unclear
set 6 !forwarding-override,unclear
config system lte-modem,unclear
interface GigabitEthernet0/0,unclear
oNO+8JL+W8XfFTy9RfBDQwd+kQPK2tnO7NkePfA7xWTjkdNv3Ri4/pT4uK9RSG5x,unclear
interface-speed,unclear
network point-to-point,unclear
bgp router-id 10.188.62.3,unclear
send-community-ebgp,unclear
set policy-options policy-statement export_DC2_to_WAN term 1 from protocol isis,unclear
set acd-process-count 0,unclear
Synthetic kitchen-sink fixture for the cisco_iosxe (NETCONF/OpenConfig,unclear
vlan trunk native 1,unclear
neighbor 10.10.10.3 remote-as 65003,unclear
set iotvlan150 queue=no-queue,unclear
ip route vrf myvrf 0.0.0.0 0.0.0.0 5.6.7.8 global,unclear
set vlans VLAN824 vlan-id 824,unclear
"edit ""Panda-Internet-Security-AV""",unclear
set acme-renew-window 30,unclear
vlan 40,unclear
logging level vlan_mgr 4,logging_enabled:true
set snmp-index 117,unclear
config main-class 100000000,unclear
set policy-options policy-statement vni20100-EXPORT term DIRECT from protocol direct,unclear
set type fqdn,unclear
<from>192.168.10.100</from>,unclear
set sta-locate-log notification,unclear
vlan 400,unclear
"set interface ""user-vlan""",unclear
add action=encrypt disabled=no dst-address=169.254.82.49/32 dst-port=any ipsec-protocols=esp level=require peer=vpc1 proposal=aws protocol=all sa-dst-address=:: sa-src-address=:: src-address=0.0.0.0/0 src-port=any tunnel=yes,unclear
"set hostname ""pve5""",unclear
"set comment ""Malware and phishing URL filtering.""",unclear
"set interfaces ge-0/0/18 description ""UNUSED""",unclear
"edit ""ESET-Smart-Security-AV""",unclear
Cat8000V#show running-config,unclear
"set interfaces ge-0/0/14 description ""UNUSED""",unclear
parent <interface>; canonical bridge collapses every sub's,unclear
"""PROD - PVE3"" orig-mac-address=02:00:00:00:5A:6D rx-flow-control=off \",unclear
router-id 10.0.255.30,unclear
"""PROD - PVENAS"" orig-mac-address=02:00:00:00:5A:69 rx-flow-control=off \",unclear
route-target both 10210:10210,unclear
router-id 10.2.0.12,unclear
set routing-instances TENANT-A protocols bgp group edge neighbor 10.99.0.1 peer-as 65200,unclear
set vlans VLAN801 vlan-id 801,unclear
router-id Loopback0,unclear
network 192.168.34.0/24,unclear
tcp-syncookies=no,unclear
interface GigabitEthernet0/0/0/12,unclear
set interfaces et-0/0/24 mtu 9216,unclear
set security policies global policy ASYM-PUB-TEST-249 match to-zone EXT,unclear
add action=encrypt disabled=no dst-address=169.254.36.9/32 dst-port=any ipsec-protocols=esp level=require peer=vpc2 proposal=aws protocol=all sa-dst-address=:: sa-src-address=:: src-address=0.0.0.0/0 src-port=any tunnel=yes,unclear
contact smart-licensing,unclear
ip ospf 100 area 0,unclear
pcq-src-address6-mask=128 pcq-total-limit=2000KiB,unclear
ospfv3 network point-to-point,unclear
config wireless-controller inter-controller,unclear
"set member ""Botnet-C&C.Server"" ""Hosting-Bulletproof.Hosting"" ""Malicious-Malicious.Server"" ""Phishing-Phishing.Server"" ""Proxy-Proxy.Server"" ""Spam-Spamming.Server"" ""Tor-Exit.Node"" ""Tor-Relay.Node"" ""VPN-Anonymous.VPN""",unclear
pptp { },unclear
set comment=MikrotikSMB domain=MSHOME enabled=auto interfaces=all,unclear
set threshold-tx-retries 300,unclear
config main-class 30000000,unclear
set security policies global policy ASYM-PUB-TEST-249 match to-zone EXT-2,unclear
unicast-grant invalid-request deny,unclear
"set snmp v3 usm local-engine user readonly_v3 privacy-aes256 privacy-key ""$9$fakeAes256PrivKey$2""",unclear
ip route 0.0.0.0 0.0.0.0 192.168.2.11,unclear
"edit ""CA-Internet-Security-AV""",unclear
set chassis high-availability services-redundancy-group 1 prefix-list IKE-GW-VPN-1 routing-instance PROD,unclear
ip route 146.112.119.8 255.255.255.255 dhcp,unclear
<descr>NAT SWAG HTTP - WAN:80 to 192.168.20.15:80</descr>,unclear
ip prefix-list PL_IPV4_ASM_VTEP seq 10 permit 239.11.11.0/24,unclear
set groups MNHA-SYNC security ipsec vpn ICL ike gateway ICL,unclear
interface Ethernet0/0,unclear
set type primary,unclear
vlan 110,unclear
set https-port 443,unclear
interface Vlan4093,unclear
"set alias ""downstream-bond""",unclear
interface GigabitEthernet0/0/0/6,unclear
config firewall ipmacbinding table,unclear
set router-id 172.25.1.254,unclear
bgp router-id 10.254.1.3,unclear
set security nat source rule-set SELF-SNAT-ISP-1 from zone junos-host,unclear
set ip 172.25.0.100 255.255.255.255,unclear
"edit ""ESET-Smart-Security-FW""",unclear
set snmp location DAL09,unclear
"set description ""Default automation action configuration for quarantining a MAC address on FortiSwitches and FortiAPs.""",unclear
<apikey>tip_fakeApiTokenExampleValueNotReal00</apikey>,unclear
set device-weight 1,unclear
neighbor EVPN-OVERLAY-PEERS remote-as 65001,unclear
interface Vlan120,unclear
set category 70,unclear
"edit ""address-civic""",unclear
config extension-controller extender,unclear
logging level vshd 4,logging_enabled:true
control-plane,unclear
send-community,unclear
"set safesearch-str ""&family=yes""",unclear
<filename>botcc.portgrouped.rules</filename>,unclear
neighbor 192.168.100.202 activate,unclear
<domain>internal</domain>,unclear
/ip dhcp-client,unclear
dhcpv6-server {,unclear
set routing-instances PROD protocols bgp group EXT-AS65020-AS65200 bfd-liveness-detection session-mode automatic,unclear
<title>Firewall Quarantine Notification</title>,unclear
set vlans VLAN820 vlan-id 820,unclear
set security nat source rule-set SELF-SNAT-ISP-2 from zone junos-host,unclear
set policy-options community vni22012 members target:1:22012,unclear
config system dedicated-mgmt,unclear
<descr>Bonded uplink to core switch</descr>,unclear
set category 97,unclear
no spanning-tree bpdufilter,unclear
<h1>Blocked because of virus</h1>,unclear
config switch-controller traffic-policy,unclear
"name-server ""8.8.8.8""",unclear
cache-size=2048KiB doh-max-concurrent-queries=50 \,unclear
router bgp 2,unclear
network 10.1.2.1/32,unclear
ip ospf demand-circuit,unclear
"set name ""int-mgmt-to-inet""",unclear
bgp router-id 10.2.0.2,unclear
set anycast-sdns-server-ip 0.0.0.0,unclear
"commit-revisions ""100""",unclear
set type interfering-ssids,unclear
ip route 146.112.66.8 255.255.255.255 dhcp,unclear
set interfaces fxp0 unit 0 family inet dhcp vendor-id Juniper-ex9214-VM69765360D7,unclear
"set interfaces ge-0/0/6 description ""UNUSED""",unclear
"edit ""standard block to inet internal""",unclear
mtu=unspecified other-configuration=no ra-delay=3s ra-interval=3m20s-10m \,unclear
"set comment ""Monitor all applications.""",unclear
snmp-server enable traps vlan-membership,unclear
set ip next-hop 10.40.1.10,unclear
address ipv4 198.51.100.41 auth-port 1812 acct-port 1813,unclear
set led-sched-log notification,unclear
"set srcintf ""int-mgmt-vlan""",unclear
member vni 100200 vrf cml_demo,unclear
interface vlan 720,unclear
logging level vshd 6,logging_enabled:true
router-id 10.188.62.3,unclear
<description>Forward default domain to Dnsmasq DHCP</description>,unclear
<forward_first>0</forward_first>,unclear
sensor-path Cisco-IOS-XR-ptp-oper:ptp/interface-foreign-masters,unclear
set chassis high-availability services-redundancy-group 2 monitor interface ge-0/0/1,unclear
"edit ""CA-Internet-Security-FW""",unclear
set vlans TENANT_A_DATA l3-interface irb.100,unclear
set routing-instances Cluster1_ICL protocols bgp group leafs type external,unclear
config user peer,unclear
ip vrf forwarding CLIENT_VOIP:1234,unclear
"action ""accept""",unclear
ip route 146.112.96.8 255.255.255.255 dhcp,unclear
set deviceconfig system server-verification yes,unclear
none default-route-distance=2 ip-type=auto name=default use-network-apn=\,unclear
set ike-localid-type asn1dn,unclear
ip route 0.0.0.0/0 198.51.100.2,unclear
"""CLUSTER - PVE3"" orig-mac-address=02:00:00:00:5A:6C rx-flow-control=off \",unclear
set start-skip 2,unclear
router pim,unclear
ip route 146.112.67.8 255.255.255.255 dhcp,unclear
vlan 399,unclear
set policy-options policy-statement vni20004-EXPORT term ISIS from protocol isis,unclear
set chassis high-availability services-redundancy-group 1 monitor interface ge-0/0/4,unclear
set name pptp,unclear
intentionally empty (reserved-zone scaffolding) — parser,unclear
<adv_dhcp_config_file_override/>,unclear
neighbor 10.10.0.23 route-map test-02-test in,unclear
"set resource ""https://raw.githubusercontent.com/romainmarcoux/malicious-ip/main/full-ae.txt""",unclear
set server-cert-mode re-sign,unclear
<adv_dhcp6_config_file_override/>,unclear
set file-size 0,unclear
set interfaces irb unit 2022 virtual-gateway-v6-mac 02:00:22:06:00:01,unclear
"set content ""Threats""",unclear
set interfaces irb unit 2025 virtual-gateway-v4-mac 02:00:25:00:00:01,unclear
"set name ""Security""",unclear
set interfaces ae1 esi 00:55:55:55:55:55:55:55:55:55,unclear
"set vnp-cpus ""all""",unclear
set vlans VLAN891 vlan-id 891,unclear
set default-login-page normal,unclear
vlan-aware-bundle Tenant_A_DB_Zone,unclear
config system ddns,unclear
ip sticky-arp ignore,unclear
set type fortiview,unclear
local-clock-stratum=5 manycast=no multicast=no use-local-clock=no vrf=main,unclear
"set trigger ""License Expired Notification""",unclear
policy-map rpd-dpic-egress-queuing,unclear
set proto smtp pop3 imap,unclear
set protocols bgp group EBGP-DCI-EVPN multihop no-nexthop-change,unclear
switchport access vlan 10,unclear
"start ""192.168.1.9""",unclear
switchport trunk group LEAF_PEER_L3,unclear
Source: https://github.com/opnsense/core (src/opnsense/mvc/tests/app/models/OPNsense/ACL/AclConfig/config.xml),unclear
logging level vlan_mgr 6,logging_enabled:true
set vlans VLAN821 vlan-id 821,unclear
network 192.168.100.0 0.0.0.255 area 0,unclear
set category 67,unclear
l2-filter bridge-group-acl,unclear
affinity include-any red,unclear
vlan-aware-bundle Tenant_A_OP_Zone,unclear
auto priority=0x80 pvid=1 restricted-role=no restricted-tcn=no \,unclear
170 deny udp any any eq snmp-trap,unclear
vlan 8,unclear
unset p2p-block-list,unclear
set template iron-skillet config vsys vsys1,unclear
ip route 146.112.83.8 255.255.255.255 dhcp,unclear
rd 192.168.255.4:10210,unclear
ip route 146.112.93.8 255.255.255.255 dhcp,unclear
commit-revisions 100,unclear
"default-encryption on-down="""" on-up="""" only-one=default !outgoing-filter \",unclear
<adv_dhcp6_id_assoc_statement_address_id/>,unclear
set spt-threshold-group '',unclear
"edit ""AVG-Internet-Security-FW-Vista-Win7""",unclear
name vlan100,unclear
set vlans V2024 l3-interface irb.2024,unclear
<fwrules>1</fwrules>,unclear
rule 999 {,unclear
neighbor 192.168.1.11 remote-as 65101,unclear
interface Vlan141,unclear
logging level arp 4,logging_enabled:true
"set pattern "".+""",unclear
"set pattern ""/*.*""",unclear
set target referrer,unclear
normal-participant mvrp-registrar-state=normal !path-cost point-to-point=\,unclear
logging level mail 4,logging_enabled:true
network 192.168.12.0/24,unclear
neighbor 10.10.10.1 remote-as 65002,unclear
interface Vlan11,unclear
interface GigabitEthernet0/0/1,unclear
"set ibeacon-uuid ""wtp-uuid""",unclear
set routing-options static route 10.50.0.0/16 next-hop 10.0.0.3,unclear
set security remote-access profile mnha-ra-vpn.winlab.local access-profile USER-AUTH,unclear
"edit ""Auto Firmware upgrade""",unclear
set update-server-location usa,unclear
set image-type png,unclear
<ipaddr>dhcp</ipaddr>,unclear
set safesearch header,unclear
set vlans VLAN813 vlan-id 813,unclear
<adv_dhcp6_authentication_statement_algorithm/>,unclear
route-map ALLOW_10_1_2_0_24_LE permit 10,unclear
!! http://www.apache.org/licenses/LICENSE-2.0,unclear
set routing-instances TENANT-A vrf-target target:65000:10000,unclear
vn-segment 100100,unclear
set uncompressed-oversize-limit 10,unclear
"""CLUSTER - PVE5"" orig-mac-address=02:00:00:00:5A:6A rx-flow-control=off \",unclear
"""CLUSTER - PVENAS"" orig-mac-address=02:00:00:00:5A:68 rx-flow-control=off \",unclear
"add action=mark-connection chain=prerouting comment=VOIP new-connection-mark=VOIP passthrough=yes port=5060-5062,10000-10050 protocol=udp",unclear
set [ find default=yes ] area-id=0.0.0.0 disabled=no instance=default name=backbone type=default,unclear
set policy-options community vni22031 members target:1:22031,unclear
set status deep-inspection,unclear
send-community extended,unclear
vlan 1000,unclear
"set fmg ""192.168.1.172""",unclear
set vlans TENANT_A_DATA vxlan vni 10100,unclear
set threshold-alert-latency 0,unclear
150 deny any any 10.92.100.222,unclear
interface Vlan3000,unclear
bridge-domain port-ha,unclear
This is a test banner,unclear
set cos-queue 3,unclear
snmp-server enable traps lldp rem-tables-change,unclear
set vlans V2024 vlan-id 2024,unclear
spanning-tree priority 0,unclear
set exchange-ip-addr4 172.25.1.254,unclear
"set description ""Send a email notification when a super admin is created.""",unclear
set subnet 10.10.10.0 255.255.255.0,unclear
set crl-download=no crl-store=ram crl-use=no,unclear
router bgp 65100,unclear
<descr>SWAG HTTP - WAN:80 to 192.168.20.15:80</descr>,unclear
ip name-server 10.0.0.10,unclear
bgp router-id 10.254.1.1,unclear
loop-protect-send-interval=5s mac-address=02:00:00:00:5A:66 mtu=1500 name=\,unclear
set interfaces irb unit 2022 virtual-gateway-v4-mac 02:00:22:00:00:01,unclear
route-map test-03-test permit seq 20,unclear
affinity exclude-any red,unclear
vlan 210,unclear
logging level ethpm 4,logging_enabled:true
set routing-instances TENANT_A protocols evpn ip-prefix-routes vni 50100,unclear
set vlans VLAN856 vlan-id 856,unclear
"use-doh-server="""" verify-doh-cert=no",unclear
config user pop3,unclear
seq 30 deny ip 192.168.3.0/17 192.168.200.0/17,unclear
"dhcp-server pool ""SynologyNAS""",unclear
bfd multiplier 3,unclear
set ports 22,unclear
set auth-lockout-threshold 3,unclear
ipv6 route ::/0 loopback 66 100,unclear
spanning-tree portfast trunk,unclear
cake CAKE_DOWN {,unclear
network 10.10.10.100/32,unclear
logging level virtual-service 6,logging_enabled:true
set vlans V3008 vlan-id 3008,unclear
set ipv6-dns-server1 ::,unclear
"set interfaces ge-0/0/24 description ""UNUSED""",unclear
set interfaces ae1 esi all-active,unclear
"set resource ""http://iplists.firehol.org/files/firehol_level1.netset""",unclear
<title>Firewall Authentication</title>,unclear
<filters>src~192.168.88.135</filters>,unclear
logging level auth 4,logging_enabled:true
set type aggregate,unclear
ip access-group nmn-hmn in,unclear
<primaryconsole>serial</primaryconsole>,unclear
set server-hostname '',unclear
spanning-tree bpdu-guard,unclear
"set pattern ""/*.mpd""",unclear
set vlans VLAN740 vlan-id 740,unclear
set vlans VLAN890 vlan-id 890,unclear
router ospfv3 1,unclear
<email/>,unclear
snmp-server enable traps snmp linkup,unclear
"set interface ""BRANCHES1-O2""",unclear
set system ntp server 192.0.2.6,unclear
<monitor_noroute>0</monitor_noroute>,unclear
set other-application-action pass,unclear
"edit ""FIREWALL_AUTH_PORTAL_ADDRESS""",unclear
config firewall sniffer,unclear
"edit ""AVG-Internet-Security-AV-Vista-Win7""",unclear
set system host-name kitchen-sink-junos,unclear
set level ip,unclear
<adv_dhcp6_interface_statement_request_options/>,unclear
"set buffer ""Transfer failed.  Archive \""%%FILE%%\"" has been blocked.""",unclear
set category 14,unclear
set vlans VLAN844 vlan-id 844,unclear
set routing-instances APP3 protocols evpn ip-prefix-routes export EVPN-T5-EXPORT,unclear
set secret ENC fakeRadiusSecret11111111==,unclear
out-interface=yes packets=yes protocol=yes src-address=yes \,unclear
set policy-options prefix-list BGP-NH-ISP-2 10.0.0.3/32,unclear
<h1>Blocked because of an intrusion attack</h1>,unclear
interface vlan700,unclear
logging level arp 6,logging_enabled:true
<start_addr>192.168.88.41</start_addr>,unclear
config extension-controller dataplan,unclear
ip route 208.67.222.222 255.255.255.255 dhcp,unclear
interface GigabitEthernet0/0/0/9,unclear
crypto pki certificate chain TP-self-signed-2174610277,unclear
- .ipv6_addresses                from <ipaddrv6>+<subnetv6>,unclear
"set interfaces ge-0/0/8 description ""UNUSED""",unclear
set routing-instances INTERNET protocols bgp group Internet multipath multiple-as,unclear
set 3 !egress-rate !ingress-rate l3-hw-offloading=yes limit-broadcasts=yes \,unclear
set scanunit-count 0,unclear
set vlans V2021 l3-interface irb.2021,unclear
vrf member management,unclear
set subnet 192.168.0.0 255.255.0.0,unclear
logging level authpri 4,logging_enabled:true
"<form class=\""prompt legacy-prompt\"" action=\""%%SSL_ACT%%\"" method=\""%%SSL_METHOD%%\"" name=\""f\"" autocomplete=\""off\"">",unclear
set type wildcard-fqdn,unclear
set vlans VLAN866 vlan-id 866,unclear
set webfilter-cache-ttl 3600,unclear
"key ""AAAAxxxxxxxxx""",unclear
logging level mail 6,logging_enabled:true
set cp-accel-mode advanced,unclear
crypto pki certificate chain SLA-TrustPoint,unclear
set ether4 queue=only-hardware-queue,unclear
set vlans VLAN200 vlan-id 200,unclear
/routing igmp-proxy,unclear
tftp vrf default ipv4 server homedir /misc/disk1/,unclear
set options fragmail splice,unclear
set chassis high-availability local-id local-ip 100.64.0.9,unclear
set vlans VLAN852 vlan-id 852,unclear
"<script>var def_msg = \""Please enter your Email address to continue.\""; var cb = get(\""ft_ad\""); var un = get(\""ft_un\""); var ci = get(\""ft_ci\""); var note = get(\""note\""); var adl = get(\""ft_adl\"");if (cb && un && note && adl) { cb.onclick = cb_click; cb_click.apply(cb, [def_msg]); }function get(x) { return document.getElementById(x); }function tc(elm, cn, tg) { if (!elm) return; if (tg) elm.className += \"" \"" + cn; else elm.className = elm.className.replace(cn,\'\'); }function cb_click(msg) { var en = !this.checked; un.disabled = en; ci.disabled = en; tc(adl, \""hl\"", en); tc(note, \""hl\"", !en); if(typeof msg === \""string\"") { note.innerHTML = msg; } else { note.innerHTML = def_msg; } }</script></body>",unclear
set client-certificate inspect,unclear
username switch-infra privilege 15 nopassword,unclear
config system fortiguard,unclear
ip route 146.112.92.8 255.255.255.255 dhcp,unclear
"config system replacemsg auth ""auth-keepalive-page""",unclear
50 permit udp 10.40.0.0/255.255.128.0 any eq snmp-trap,unclear
set vlans VLAN684 vlan-id 684,unclear
config system health-check-fortiguard,unclear
add address=192.168.1.2 disabled=no name=simone.local ttl=1d,unclear
"set domain ""guest.example.org""",unclear
set profiles decryption Recommended_Decryption_Profile ssl-protocol-settings min-version tls1-2,unclear
set interfaces xe-0/0/6:2 mtu 9216,unclear
set chassis high-availability local-id 1,unclear
"config redistribute ""static""",unclear
switchport access vlan 100,unclear
neighbor 192.168.14.1,unclear
vlan 3003,unclear
set category 71,unclear
set security ipsec vpn MNHA-RA-VPN bind-interface st0.100,unclear
ip vrf TENANT-A,unclear
address ipv4 198.51.100.40 auth-port 1812 acct-port 1813,unclear
route-map test-01-test permit seq 20,unclear
interface vlan461,unclear
/interface ethernet switch port,unclear
no spanning-tree bpduguard,unclear
set threshold-alert-packetloss 0,unclear
set http-digest-realm '',unclear
use-ip-firewall-for-vlan=no,unclear
set vlanid 300,unclear
set mode dhcp,unclear
set vlans VLAN854 vlan-id 854,unclear
snmp-server enable traps upgrade UpgradeOpNotifyOnCompletion,unclear
set-overload-bit on-startup 360,unclear
"address ""10.250.0.254/24""",unclear
"add disabled=no forward-to=10.200.0.10 regexp="".*\\.gnint\\.net\$"" ttl=1d type=FWD",unclear
router-id 10.254.1.1,unclear
disable-link-local-address=no forward=yes max-neighbor-entries=4096 \,unclear
switchport trunk group MLAG,unclear
interface GigabitEthernet0/0/0/0,unclear
set vlans VLAN862 vlan-id 862,unclear
/interface ovpn-server server,unclear
interface vlan500,unclear
config user domain-controller,unclear
<default_fw_rules>1</default_fw_rules>,unclear
neighbor EVPN-OVERLAY-PEERS bfd,unclear
interface Vlan131,unclear
"edit ""Veracode-Outbound_Email""",unclear
set chain-crl-absence ignore,unclear
set vlans VLAN710 vlan-id 710,unclear
set accounting=yes interim-update=0s store-leases-disk=5m,unclear
route-target import auto,unclear
config wireless-controller hotspot20 h2qp-advice-of-charge,unclear
ip route 192.168.99.0/24 10.0.0.254,unclear
app-vnic gateway1 virtualportgroup 0 guest-interface 0,unclear
"config system replacemsg webproxy ""user-limit""",unclear
set interfaces fxp0 unit 0 family inet6 dhcpv6-client vendor-id Juniper:ex9214:VM69765360D7,unclear
set security ike policy MNHA-RA-VPN certificate local-certificate MNHA-RA-VPN,unclear
"set interfaces lo0 description ""VTEP / router-id loopback""",unclear
set no-matching-cipher-action bypass,unclear
config system switch-interface,unclear
"set interfaces ge-0/0/21 description ""UNUSED""",unclear
"set pattern ""/*.ts*""",unclear
"add action=accept chain=input in-interface=bridge-lan comment=""Allow Management from LAN""",unclear
"edit ""IPv6-address""",unclear
spanning-tree port-type admin-edge,unclear
vlan 3002,unclear
config system automation-action,unclear
interface GigabitEthernet0/0/0/1,unclear
set start-skip 1,unclear
set security nat source rule-set SNAT-ISP-1 to zone EXT,unclear
set priv-proto aes256,unclear
ip prefix-list pl-test-04 seq 20 permit 10.30.100.60/32 ge 32 le 32,unclear
vlan 310,unclear
set start-ip 10.10.0.100,unclear
set template-tx-counter 20,unclear
prefix-set AZURE-EAST-IN,unclear
ip name-server 198.51.100.54,unclear
set interfaces et-0/0/13 mtu 9216,unclear
route-map test-02-test permit seq 20,unclear
ipv4-multipath-hash-policy=l3 max-neighbor-entries=8192 rp-filter=no \,unclear
set interfaces irb unit 2024 virtual-gateway-v6-mac 02:00:24:06:00:01,unclear
70 deny any 192.168.200.0/255.255.128.0 192.168.3.0/255.255.128.0,unclear
"set pattern ""*Seg*""",unclear
Canonical interface names come from the <if> child of each,unclear
"<p>When you try to connect securely, sites will present identification to prove that you are going to the right place. The identity for this site is blocked.</p>",unclear
set ether2 queue=only-hardware-queue,unclear
"set pattern ""*seek=0""",unclear
set end-ip 192.168.150.254,unclear
set vlans VLAN842 vlan-id 842,unclear
interface GigabitEthernet0/0/0/12.200,unclear
unset options,unclear
"set macaddr ""4c:d9:8f:bb:92:bb""",unclear
UPLINKSFP orig-mac-address=02:00:00:00:5A:6E rx-flow-control=off \,unclear
prefix-set AZURE-WEST-IN,unclear
description Exchange_Mailbox_Management_Network,unclear
logging level daemon 4,logging_enabled:true
set protocols bgp group overlay local-address 172.16.0.100,unclear
route-target export auto,unclear
60 deny any 192.168.100.0/255.255.128.0 192.168.200.0/255.255.128.0,unclear
"set pattern ""/*.m4s""",unclear
<end_addr>192.168.88.245</end_addr>,unclear
aaa accounting nested,unclear
"set hostname ""FGT-VM-HUB""",unclear
set chassis high-availability services-redundancy-group 2 virtual-ip 1 interface ge-0/0/3.0,unclear
vlan 410,unclear
170 deny udp any any eq snmp,unclear
"set alias ""FortiGate-100E""",unclear
set category 52,unclear
/interface ethernet switch qos port,unclear
interface GigabitEthernet0/0/0/3,unclear
loop-protect-send-interval=5s mac-address=02:00:00:00:5A:68 mtu=1500 name=\,unclear
"edit ""INFO_ADDRESS""",unclear
interface vlan400,unclear
